botdetectionids,botscore,botscoresrc,bottags,clientcountry,clientip,clientrequesthost,clientrequestmethod,clientrequestpath,clientrequesturi,date,edgeendtimestamp,edgeresponsestatus,edgestarttimestamp,originresponsestatus,rayid
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/auth/me,/api/auth/me,2026-04-03,2026-04-03T13:03:06Z,200,2026-04-03T13:03:05Z,200,9e68457cde320b5e
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/servers,/api/vpn/servers,2026-04-03,2026-04-03T13:03:06Z,200,2026-04-03T13:03:05Z,200,9e68457cd95966ca
null,null,null,null,ru,94.180.243.40,api.granilink.com,POST,/api/vpn/session/prepare,/api/vpn/session/prepare,2026-04-03,2026-04-03T13:03:14Z,200,2026-04-03T13:03:10Z,200,9e684597e8931348
null,null,null,null,ru,94.180.243.40,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T13:03:10Z,200,2026-04-03T13:03:09Z,200,9e684596eac65546
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T13:02:07Z,200,2026-04-03T13:02:06Z,200,9e68440b9cd7af0a
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/servers,/api/vpn/servers,2026-04-03,2026-04-03T13:02:12Z,200,2026-04-03T13:02:12Z,200,9e68442f1b2e66be
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/auth/me,/api/auth/me,2026-04-03,2026-04-03T13:02:12Z,200,2026-04-03T13:02:12Z,200,9e68442f1fe4d0d5
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T13:01:33Z,200,2026-04-03T13:01:32Z,200,9e684338d82f5bb6
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T13:02:12Z,200,2026-04-03T13:02:12Z,200,9e68442f1b09c73c
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T13:00:59Z,200,2026-04-03T13:00:59Z,200,9e684265485127b8
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T13:00:29Z,200,2026-04-03T13:00:28Z,200,9e6841a8490234c2
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T13:00:59Z,200,2026-04-03T13:00:58Z,200,9e684263f8713249
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:59:57Z,200,2026-04-03T12:59:57Z,200,9e6840e20d1e34c2
null,null,null,null,us,74.7.228.58,api.granilink.com,GET,/robots.txt,/robots.txt,2026-04-03,2026-04-03T13:00:27Z,200,2026-04-03T13:00:26Z,0,9e684197f870881c
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:59:23Z,200,2026-04-03T12:59:22Z,200,9e68400c1c57d87b
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:58:54Z,200,2026-04-03T12:58:53Z,200,9e683f550ecac31a
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:59:24Z,200,2026-04-03T12:59:23Z,200,9e6840120b86a0c4
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:57:50Z,200,2026-04-03T12:57:50Z,200,9e683dc7ecd811d5
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:58:20Z,200,2026-04-03T12:58:19Z,200,9e683e812be65bbb
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:57:50Z,200,2026-04-03T12:57:49Z,200,9e683dc49dd9c25b
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:56:09Z,200,2026-04-03T12:56:09Z,200,9e683b50fe25af0a
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:56:09Z,200,2026-04-03T12:56:08Z,200,9e683b4fabf97817
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:57:15Z,200,2026-04-03T12:57:15Z,200,9e683ced38f04341
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:56:45Z,200,2026-04-03T12:56:44Z,200,9e683c2e69593244
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:55:01Z,200,2026-04-03T12:55:00Z,200,9e6839a63aaac2d7
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:55:35Z,200,2026-04-03T12:55:34Z,200,9e683a7b58c4c228
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:53:54Z,200,2026-04-03T12:53:54Z,200,9e683804be0c5b7e
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:54:29Z,200,2026-04-03T12:54:29Z,200,9e6838dfac67c219
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:54:31Z,200,2026-04-03T12:54:30Z,200,9e6838e8ede35a86
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:47Z,200,9e683661cc30e1a5
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/wp-login.php,/wp-login.php,2026-04-03,2026-04-03T12:52:45Z,200,2026-04-03T12:52:45Z,200,9e68365a5f4a6ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/user/login,/user/login,2026-04-03,2026-04-03T12:52:46Z,200,2026-04-03T12:52:46Z,200,9e68365e49536ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/register,/register,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:47Z,200,9e683661db636ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/wp-admin/,/wp-admin/,2026-04-03,2026-04-03T12:52:46Z,200,2026-04-03T12:52:45Z,200,9e68365b7fea6ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/admin,/admin,2026-04-03,2026-04-03T12:52:47Z,404,2026-04-03T12:52:47Z,404,9e683662fc0c6ba8
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/auth/me,/api/auth/me,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:47Z,200,9e6836625def50ff
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/,/,2026-04-03,2026-04-03T12:52:45Z,200,2026-04-03T12:52:45Z,200,9e683655dcd76ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/administrator/,/administrator/,2026-04-03,2026-04-03T12:52:46Z,404,2026-04-03T12:52:46Z,404,9e68365cb87c6ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/login,/login,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:46Z,200,9e683660bac16ba8
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/servers,/api/vpn/servers,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:47Z,200,9e683662bd6dfece
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/,/,2026-04-03,2026-04-03T12:52:45Z,200,2026-04-03T12:52:44Z,200,9e6836514a6d6ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/admin,/admin,2026-04-03,2026-04-03T12:52:46Z,404,2026-04-03T12:52:46Z,404,9e68365f69f06ba8
null,null,null,null,sg,161.118.213.211,granilink.com,GET,/login,/login,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:47Z,200,9e6836643c936ba8
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:53:00Z,200,2026-04-03T12:53:00Z,200,9e6836b5a8a73257
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:47Z,200,9e6836641b545671
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T12:52:47Z,200,2026-04-03T12:52:47Z,200,9e6836625b05de1c
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:53:19Z,200,2026-04-03T12:53:18Z,200,9e683729396f27b8
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/devices,/api/vpn/devices,2026-04-03,2026-04-03T12:51:41Z,200,2026-04-03T12:51:41Z,200,9e6834c6ca919f6a
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:51:41Z,200,2026-04-03T12:51:40Z,200,9e6834c3cc6bb190
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/devices,/api/vpn/devices,2026-04-03,2026-04-03T12:51:48Z,200,2026-04-03T12:51:47Z,200,9e6834efa98d9f6a
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:51:29Z,200,2026-04-03T12:51:28Z,200,9e683478fa995d09
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/servers,/api/vpn/servers,2026-04-03,2026-04-03T12:51:34Z,200,2026-04-03T12:51:34Z,200,9e68349bea82e6fe
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T12:51:34Z,200,2026-04-03T12:51:34Z,200,9e68349be9a29f6a
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/devices,/api/vpn/devices,2026-04-03,2026-04-03T12:51:37Z,200,2026-04-03T12:51:36Z,200,9e6834a9df719f6a
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/auth/me,/api/auth/me,2026-04-03,2026-04-03T12:51:36Z,200,2026-04-03T12:51:34Z,200,9e68349c5db34555
null,null,null,null,nl,94.131.107.227,api.granilink.com,POST,/api/vpn/device/delete,/api/vpn/device/delete,2026-04-03,2026-04-03T12:51:44Z,200,2026-04-03T12:51:43Z,200,9e6834d638b39f6a
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:52:12Z,200,2026-04-03T12:52:11Z,200,9e6835868db7c2ed
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:51:09Z,200,2026-04-03T12:51:08Z,200,9e6833fc9ae96e94
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:50:35Z,200,2026-04-03T12:50:35Z,200,9e68332a39a61e28
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/auth/me,/api/auth/me,2026-04-03,2026-04-03T12:49:16Z,200,2026-04-03T12:49:16Z,200,9e68313d6e3cf5cd
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/auth/me,/api/auth/me,2026-04-03,2026-04-03T12:49:31Z,200,2026-04-03T12:49:30Z,200,9e683196582ef5cd
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/servers,/api/vpn/servers,2026-04-03,2026-04-03T12:49:31Z,200,2026-04-03T12:49:30Z,200,9e6831965d0d5847
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:50:02Z,200,2026-04-03T12:50:02Z,200,9e68325bfec4bde7
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T12:49:31Z,200,2026-04-03T12:49:30Z,200,9e683196587112fa
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:49:31Z,200,2026-04-03T12:49:30Z,200,9e6831957f337ab4
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:49:49Z,200,2026-04-03T12:49:48Z,200,9e683207ddf1deac
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:49:00Z,200,2026-04-03T12:48:59Z,200,9e6830d40a000d40
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/servers,/api/vpn/servers,2026-04-03,2026-04-03T12:49:16Z,200,2026-04-03T12:49:16Z,200,9e68313d68c912fa
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T12:49:17Z,200,2026-04-03T12:49:16Z,200,9e68313d69345847
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:48:29Z,200,2026-04-03T12:48:28Z,200,9e683014f9a9b38f
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:47:59Z,200,2026-04-03T12:47:58Z,200,9e682f592f4987f2
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:47:24Z,200,2026-04-03T12:47:23Z,200,9e682e7e4e5dc0a1
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:48:15Z,200,2026-04-03T12:48:14Z,200,9e682fbac9306e75
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:46:41Z,200,2026-04-03T12:46:41Z,200,9e682d731fc6f98a
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:46:49Z,200,2026-04-03T12:46:48Z,200,9e682da37e71b605
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:45:44Z,200,2026-04-03T12:45:43Z,200,9e682c0d3a663ec1
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:46:14Z,200,2026-04-03T12:46:14Z,200,9e682ccb5bc05b27
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:45:09Z,200,2026-04-03T12:45:08Z,200,9e682b332cb75ae3
null,null,null,null,hu,45.12.132.94,api.granilink.com,GET,/api/internal/node/v1/assignment,/api/internal/node/v1/assignment?node_id=1,2026-04-03,2026-04-03T12:45:10Z,200,2026-04-03T12:45:09Z,200,9e682b36984bc232
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/devices,/api/vpn/devices,2026-04-03,2026-04-03T12:45:35Z,200,2026-04-03T12:45:35Z,200,9e682bd65e036693
null,null,null,null,nl,94.131.107.227,api.granilink.com,POST,/api/auth/refresh-token,/api/auth/refresh-token,2026-04-03,2026-04-03T12:45:35Z,200,2026-04-03T12:45:34Z,200,9e682bd4cec70c39
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/servers,/api/vpn/servers,2026-04-03,2026-04-03T12:45:34Z,400,2026-04-03T12:45:34Z,400,9e682bd178fc6693
null,null,null,null,nl,94.131.107.227,api.granilink.com,POST,/api/auth/refresh-token,/api/auth/refresh-token,2026-04-03,2026-04-03T12:45:34Z,200,2026-04-03T12:45:34Z,200,9e682bd09df7fba5
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/auth/me,/api/auth/me,2026-04-03,2026-04-03T12:45:35Z,200,2026-04-03T12:45:34Z,200,9e682bd55a66fba5
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/bootstrap,/api/vpn/bootstrap,2026-04-03,2026-04-03T12:45:34Z,200,2026-04-03T12:45:34Z,200,9e682bd04b930c39
null,null,null,null,nl,94.131.107.227,api.granilink.com,GET,/api/vpn/status,/api/vpn/status?device_id=ca4f7d8b-cc0e-4f7e-bbae-2eb033ba7ef6,2026-04-03,2026-04-03T12:45:36Z,200,2026-04-03T12:45:35Z,200,9e682bdaaee69fc0
null,null,null,null,nl,94.131.107.227,api.granilink.com,POST,/api/vpn/device/push-token,/api/vpn/device/push-token,2026-04-03,2026-04-03T12:45:34Z,401,2026-04-03T12:45:34Z,401,9e682bd0aaf5b944
null,null,null,null,nl,94.131.107.227,api.granilink.com,POST,/api/vpn/device/register,/api/vpn/device/register,2026-04-03,2026-04-03T12:45:35Z,200,2026-04-03T12:45:34Z,200,9e682bd568fcb944
null,null,null,null,nl,94.131.107.227,api.granilink.com,POST,/api/vpn/device/push-token,/api/vpn/device/push-token,2026-04-03,2026-04-03T12:45:36Z,200,2026-04-03T12:45:35Z,200,9e682bd97e12b944
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:44:39Z,200,2026-04-03T12:44:38Z,200,9e682a770c455b81
null,null,null,null,hu,45.12.132.94,api.granilink.com,POST,/api/internal/node/v1/heartbeat,/api/internal/node/v1/heartbeat,2026-04-03,2026-04-03T12:44:05Z,200,2026-04-03T12:44:04Z,200,9e6829a29f060388